meeting_file,meeting_title,meeting_date,councillor,status
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Lawlor,apology
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Staples,apology
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Sheehan,apology
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Moore,apology
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,"Ger Carthy 
Cathaoirleach",apology
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Ba Murphy,apology
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Hynes,apology
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Barden,apology
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Forde,apology
County-Council-Meeting-08.03.21-Minutes_0,County Council Meeting Minutes 8th March 2021,2021-03-08,Kelly,apology
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Fionnt,apology
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Michael Whelan,apology
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Jim Codd,apology
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Barbara-Anne Murphy,apology
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Hynes,apology
County-Council-Meeting-08.05.23-Minutes,County Council Meeting - 8th May 2023,2023-05-08,Tom Forde,apology
County-Council-Meeting-08.10.18,Council minutes 8 October 2018,2018-10-08,David Hynes,apology
County-Council-Meeting-08.10.18,Council minutes 8 October 2018,2018-10-08,Carthy,apology
County-Council-Meeting-08.10.18,Council minutes 8 October 2018,2018-10-08,Lisa Mcdonald,apology
County-Council-Meeting-08.10.18,Council minutes 8 October 2018,2018-10-08,Tom Forde,apology
County-Council-Meeting-08.10.18,Council minutes 8 October 2018,2018-10-08,Oisin O’Connell,apology
County-Council-Meeting-08.10.18,Council minutes 8 October 2018,2018-10-08,Mick Roche,apology
County-Council-Meeting-09.10.23-Minutes_0,County Council Meeting - 9th October 2023,2023-10-09,"William 
Shaw",apology
County-Council-Meeting-09.10.23-Minutes_0,County Council Meeting - 9th October 2023,2023-10-09,"John Fleming 

Cathaoirleach  

Susan Doran",apology
County-Council-Meeting-10.05.2021-Minutes,County Council Meeting Minutes 10th May 2021,2021-05-10,O’S,apology
County-Council-Meeting-10.05.2021-Minutes,County Council Meeting Minutes 10th May 2021,2021-05-10,Whelan,apology
County-Council-Meeting-10.05.2021-Minutes,County Council Meeting Minutes 10th May 2021,2021-05-10,"Ger Carthy 
Cathaoirleach",apology
County-Council-Meeting-10.05.2021-Minutes,County Council Meeting Minutes 10th May 2021,2021-05-10,O’Rourke,apology
County-Council-Meeting-10.07.23-Minutes,County Council Meeting - 10th July 2023,2023-07-10,"Tom Forde 
Mr",apology
County-Council-Meeting-10.07.23-Minutes,County Council Meeting - 10th July 2023,2023-07-10,Fionnt,apology
County-Council-Meeting-10.07.23-Minutes,County Council Meeting - 10th July 2023,2023-07-10,Michael Sheehan,apology
County-Council-Meeting-10.07.23-Minutes,County Council Meeting - 10th July 2023,2023-07-10,"John Fleming 
Cathaoirleach",apology
County-Council-Meeting-10.07.23-Minutes,County Council Meeting - 10th July 2023,2023-07-10,Andrew Bolger,apology
County-Council-Meeting-10.10.22-Minutes,County Council Meeting - 10th October 2022,2022-10-10,Kathleen Codd Nolan,apology
County-Council-Meeting-10.10.22-Minutes,County Council Meeting - 10th October 2022,2022-10-10,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-10.10.22-Minutes,County Council Meeting - 10th October 2022,2022-10-10,Barbara Anne Murphy,apology
County-Council-Meeting-10.10.22-Minutes,County Council Meeting - 10th October 2022,2022-10-10,"Barbara 
Anne Murphy",apology
County-Council-Meeting-10.10.22-Minutes,County Council Meeting - 10th October 2022,2022-10-10,Anthony Connick,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Brid,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Lawlor,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Davy Hynes,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Kathleen  Codd-Nolan,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Owens,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Sheehan,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Joe  Sullivan,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Hynes,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Breen,apology
County-Council-Meeting-11.01.21-Minutes,County Council Meeting 11.01.21 Minutes,,Forde,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Fionnt,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Maura Bell,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Kathleen Codd Nolan,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Michael Sheehan,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Davy Hynes,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Sheehan,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,O’Rourke,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Joe Sullivan’S,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Lisa Mcdonald,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Aidan Browne,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,"Leonard Kelly 
Cllr",apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Jim Moore,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Bridin Murphy,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,Donal Kenny,apology
County-Council-Meeting-11.04.23-Minutes,County Council Meeting - 11th April 2023,2023-04-11,"Cathal Byrne 

Page",apology
County-Council-Meeting-11.09.23-Minutes,County Council Meeting - 11th September 2023,2023-09-11,Fleming,apology
County-Council-Meeting-11.09.23-Minutes,County Council Meeting - 11th September 2023,2023-09-11,"Pip Breen 

Votes",apology
County-Council-Meeting-11.09.23-Minutes,County Council Meeting - 11th September 2023,2023-09-11,"John Fleming  

Cathaoirleach 

Michael Drea  

County Secretary",apology
County-Council-Meeting-11.09.23-Minutes,County Council Meeting - 11th September 2023,2023-09-11,Ger Carthy,apology
County-Council-Meeting-11.09.23-Minutes,County Council Meeting - 11th September 2023,2023-09-11,Jim Moore,apology
County-Council-Meeting-11.10.21-Minutes,County Council Meeting Minutes 11th October 2021,2021-10-11,"Barbara-Anne Murphy 
Cathaoirleach",apology
County-Council-Meeting-11.10.21-Minutes,County Council Meeting Minutes 11th October 2021,2021-10-11,Kavanagh,apology
County-Council-Meeting-11.11.19_0,County Council Meeting 11th November 2019,2019-11-11,Fionnt,apology
County-Council-Meeting-11.11.19_0,County Council Meeting 11th November 2019,2019-11-11,Codd,apology
County-Council-Meeting-11.11.19_0,County Council Meeting 11th November 2019,2019-11-11,Michael Sheehan,apology
County-Council-Meeting-11.11.19_0,County Council Meeting 11th November 2019,2019-11-11,Davy Hynes,apology
County-Council-Meeting-11.11.19_0,County Council Meeting 11th November 2019,2019-11-11,Leonard Kelly,apology
County-Council-Meeting-11.11.19_0,County Council Meeting 11th November 2019,2019-11-11,Jim Moore,apology
County-Council-Meeting-11.11.19_0,County Council Meeting 11th November 2019,2019-11-11,Tom Forde,apology
County-Council-Meeting-11.11.19_0,County Council Meeting 11th November 2019,2019-11-11,"Malcolm Byrne 

       Smoky Coal Ban  

 Noting 

 County Council Meeting",apology
County-Council-Meeting-11.11.19_0,County Council Meeting 11th November 2019,2019-11-11,Forde,apology
County-Council-Meeting-12.04.21-Minutes,County Council Meeting 12th April 2021 Minutes,2021-04-12,"Ger Carthy 
Cathaoirleach",apology
County-Council-Meeting-12.04.21-Minutes,County Council Meeting 12th April 2021 Minutes,2021-04-12,Brid,apology
County-Council-Meeting-12.04.21-Minutes,County Council Meeting 12th April 2021 Minutes,2021-04-12,Farrell,apology
County-Council-Meeting-12.04.21-Minutes,County Council Meeting 12th April 2021 Minutes,2021-04-12,Michael Whelan’S,apology
County-Council-Meeting-12.06.23-Minutes,County Council Meeting - 12th June 2023,2023-06-12,"Diarmuid Devereux 
Cllr",apology
County-Council-Meeting-12.06.23-Minutes,County Council Meeting - 12th June 2023,2023-06-12,John Hegarty,apology
County-Council-Meeting-12.06.23-Minutes,County Council Meeting - 12th June 2023,2023-06-12,Jim Moore,apology
County-Council-Meeting-12.06.23-Minutes,County Council Meeting - 12th June 2023,2023-06-12,Carthy’S,apology
County-Council-Meeting-12.06.23-Minutes,County Council Meeting - 12th June 2023,2023-06-12,"Jackser Owens 

Page",apology
County-Council-Meeting-12.06.23-Minutes,County Council Meeting - 12th June 2023,2023-06-12,"John Fleming 
Cathaoirleach",apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,Pip Breen,apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,"Ger 
Carthy",apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,"Bridin Murphy 

Votes",apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,Codd Nolan,apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,Garry Laffan,apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,Carthy,apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,Ger Carthy,apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,"Barbara-Anne Murphy 
Cathaoirleach",apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,"Codd- 
Nolan",apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,Tom Forde,apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,Forde,apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,Michael  Whelan,apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,John Fleming,apology
County-Council-Meeting-12.07.21-Minutes,County Council Meeting Minutes 12th July 2021,2021-07-12,John Fleming Referred,apology
County-Council-Meeting-12.09.22-Minutes,County Council Meeting - 12th September 2022,2022-09-12,Farrell,apology
County-Council-Meeting-12.09.22-Minutes,County Council Meeting - 12th September 2022,2022-09-12,Hegarty,apology
County-Council-Meeting-12.09.22-Minutes,County Council Meeting - 12th September 2022,2022-09-12,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-12.09.22-Minutes,County Council Meeting - 12th September 2022,2022-09-12,Ba Murphy,apology
County-Council-Meeting-12.09.22-Minutes,County Council Meeting - 12th September 2022,2022-09-12,Forde,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,Pip Breen,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,Cathal Byrne,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,Davy Hynes,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,Sullivan,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,O’S,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,Byrne,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,Tom Forde,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,Barden,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,John Fleming,apology
County-Council-Meeting-13.06.22-Minutes,County Council Meeting - Minutes 13th June 2022,2022-06-13,Kelly,apology
County-Council-Meeting-13.11.23-Minutes,County Council Meeting - 13th November 2023,2023-11-13,Maura Bell,apology
County-Council-Meeting-13.11.23-Minutes,County Council Meeting - 13th November 2023,2023-11-13,"John Fleming 

Cathaoirleach  

Michael Drea",apology
County-Council-Meeting-13.11.23-Minutes,County Council Meeting - 13th November 2023,2023-11-13,"Diarmuid Devereux 

Votes",apology
County-Council-Meeting-13.11.23-Minutes,County Council Meeting - 13th November 2023,2023-11-13,Forde,apology
County-Council-Meeting-14.06.21-Minutes,County Council Meeting Minutes 14th June 2021,2021-06-14,"Ger Carthy 
Cathaoirleach",apology
County-Council-Meeting-14.11.22-Minutes,County Council Meeting - 14th November 2022,2022-11-14,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-14.11.22-Minutes,County Council Meeting - 14th November 2022,2022-11-14,"Frank Staples 

Votes",apology
County-Council-Meeting-14.12.20-Minutes,County Council Meeting 14.12.20 Minutes,,Kavanagh’S,apology
County-Council-Meeting-14.12.20-Minutes,County Council Meeting 14.12.20 Minutes,,Kenny,apology
County-Council-Meeting-14.12.20-Minutes,County Council Meeting 14.12.20 Minutes,,Sheehan,apology
County-Council-Meeting-14.12.20-Minutes,County Council Meeting 14.12.20 Minutes,,Hegarty,apology
County-Council-Meeting-14.12.20-Minutes,County Council Meeting 14.12.20 Minutes,,Kelly,apology
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,"Barbara Anne Murphy 

Page",apology
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,Michael Whelan,apology
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,George Lawlor,apology
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-Minutes-09.01.23,County Council Meeting - 9th January 2023,2023-01-09,"George 
Lawlor",apology
County-Council-Meeting-Minutes-09.03.2020,County Council Minutes 9th March 2020,2020-03-09,Ba Murphy,apology
County-Council-Meeting-Minutes-09.03.2020,County Council Minutes 9th March 2020,2020-03-09,Ba  Murphy,apology
County-Council-Meeting-Minutes-09.03.2020,County Council Minutes 9th March 2020,2020-03-09,"Ba 
Murphy",apology
County-Council-Meeting-Minutes-12.12.22,County Council Meeting - 12th December 2022,2022-12-12,Michael Whelan,apology
County-Council-Meeting-Minutes-12.12.22,County Council Meeting - 12th December 2022,2022-12-12,Michael Sheehan,apology
County-Council-Meeting-Minutes-12.12.22,County Council Meeting - 12th December 2022,2022-12-12,Frank Staples,apology
County-Council-Meeting-Minutes-12.12.22,County Council Meeting - 12th December 2022,2022-12-12,George Lawlor,apology
County-Council-Meeting-Minutes-12.12.22,County Council Meeting - 12th December 2022,2022-12-12,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-Minutes-12.12.22,County Council Meeting - 12th December 2022,2022-12-12,Willie Kavanagh,apology
County-Council-Meeting-Minutes-12.12.22,County Council Meeting - 12th December 2022,2022-12-12,"George 
Lawlor",apology
County-Council-Meeting-Minutes-12.12.22,County Council Meeting - 12th December 2022,2022-12-12,Mary Farrell,apology
County-Council-Meeting-Minutes-13.02.23,County Council Meeting - 13th February 2023,2023-02-13,Fionnt,apology
County-Council-Meeting-Minutes-13.02.23,County Council Meeting - 13th February 2023,2023-02-13,"Diarmuid Devereux 
Cllr",apology
County-Council-Meeting-Minutes-13.02.23,County Council Meeting - 13th February 2023,2023-02-13,Garry Laffan,apology
County-Council-Meeting-Minutes-13.02.23,County Council Meeting - 13th February 2023,2023-02-13,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-Minutes-13.02.23,County Council Meeting - 13th February 2023,2023-02-13,Ger Carthy,apology
County-Council-Meeting-Minutes-13.02.23,County Council Meeting - 13th February 2023,2023-02-13,John Fleming,apology
County-Council-Meeting-Minutes-13.03.2023,County Council Meeting - 13th March 2023,2023-03-13,Michael Whelan,apology
County-Council-Meeting-Minutes-13.03.2023,County Council Meeting - 13th March 2023,2023-03-13,Michael Sheehan,apology
County-Council-Meeting-Minutes-13.03.2023,County Council Meeting - 13th March 2023,2023-03-13,Davy Hynes,apology
County-Council-Meeting-Minutes-13.03.2023,County Council Meeting - 13th March 2023,2023-03-13,"Michael Whelan   

For",apology
County-Council-Meeting-Minutes-13.03.2023,County Council Meeting - 13th March 2023,2023-03-13,"George Lawlor 
Cathaoirleach",apology
County-Council-Meeting-Minutes-13.03.2023,County Council Meeting - 13th March 2023,2023-03-13,John Hegarty,apology
County-Council-Meeting-Minutes-13.03.2023,County Council Meeting - 13th March 2023,2023-03-13,Tom Forde,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,Kathleen Codd Nolan,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,Michael Sheehan,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,Davy Hynes,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,George Lawlor,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,O’S,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,"Barbara-Anne Murphy 
Cathaoirleach",apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,Barbara Anne Murphy,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,Tom Forde,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,Forde,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,John O'Rourke,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,Andrew Bolger,apology
County-Council-Meeting-Minutes-13.12.21,County Council Meeting Minutes 13th December 2021,2021-12-13,John Fleming,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Maura Bell,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Whelan,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Connick,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Staples,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Sheehan,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Carthy,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Hegarty,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Mcdonald,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Bell,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,O’S,apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,"Barbara-Anne Murphy 

Cathaoirleach 

David Minogue",apology
County-Council-Meeting-Minutes-14.02.2022,County Council Meeting - Minutes 14th February 2022,2022-02-14,Forde,apology
County-Council-Meeting-Minutes-29.06.2020,County Council Minutes 29th June 2020,2020-06-29,Lawlor,apology
County-Council-Meeting-Minutes-29.06.2020,County Council Minutes 29th June 2020,2020-06-29,Carthy,apology
County-Council-Meeting-Minutes-29.06.2020,County Council Minutes 29th June 2020,2020-06-29,Mcdonald,apology
County-Council-Meeting-Minutes-29.06.2020,County Council Minutes 29th June 2020,2020-06-29,Bell,apology
County-Council-Meeting-Minutes-29.06.2020,County Council Minutes 29th June 2020,2020-06-29,Byrne,apology
County-Council-Meeting-Minutes-29.06.2020,County Council Minutes 29th June 2020,2020-06-29,Hynes,apology
County-Council-Meeting-Minutes-29.06.2020,County Council Minutes 29th June 2020,2020-06-29,Tom Forde,apology
County-Council-Meeting-Minutes-29.06.2020,County Council Minutes 29th June 2020,2020-06-29,Breen,apology
County-Council-Meeting-Minutes-9th-May-2022,County Council Meeting - Minutes 9th May 2022,2022-05-09,Forde,apology
County-Council-Meeting-Minutes-9th-May-2022,County Council Meeting - Minutes 9th May 2022,2022-05-09,"Barbara-Anne Murphy 
Cathaoirleach",apology
County-Council-Meeting-Minutes-9th-May-2022,County Council Meeting - Minutes 9th May 2022,2022-05-09,Jim Moore,apology
County-Council-Special-Planning-Meeting-26.04.21-Minutes,County Council Meeting Minutes (Special Planning) 26th April 2021,2021-04-26,"Ger Carthy 
Cathaoirleach",apology
CountyCouncilMeeting091017Final,Council minutes 9 October 2017,2017-10-09,Willie Fitzharris,apology
CountyCouncilMeeting091017Final,Council minutes 9 October 2017,2017-10-09,Wadding,apology
CountyCouncilMeeting091017Final,Council minutes 9 October 2017,2017-10-09,Wadding’S,apology
CountyCouncilMeetingMinute131117,Council minutes 13 November 2017,2017-11-13,Tony Dempsey,apology
CountyCouncilMeetingMinute131117,Council minutes 13 November 2017,2017-11-13,Walsh,apology
County_Council%20_Meeting_Minutes_090924,County Council Meeting Minutes - 9th September 2024,2024-09-09,Fionnt,apology
County_Council%20_Meeting_Minutes_090924,County Council Meeting Minutes - 9th September 2024,2024-09-09,"Pip Breen  
Cathaoirleach",apology
County_Council%20_Meeting_Minutes_090924,County Council Meeting Minutes - 9th September 2024,2024-09-09,Jim Codd,apology
County_Council%20_Meeting_Minutes_090924,County Council Meeting Minutes - 9th September 2024,2024-09-09,Carthy,apology
County_Council%20_Meeting_Minutes_090924,County Council Meeting Minutes - 9th September 2024,2024-09-09,Ger Carthy,apology
County_Council%20_Meeting_Minutes_090924,County Council Meeting Minutes - 9th September 2024,2024-09-09,Bridin Murphy,apology
County_Council%20_Meeting_Minutes_090924,County Council Meeting Minutes - 9th September 2024,2024-09-09,Tom Forde,apology
County_Council%20_Meeting_Minutes_090924,County Council Meeting Minutes - 9th September 2024,2024-09-09,Aoife Rose O’Brien,apology
County_Council%20_Meeting_Minutes_090924,County Council Meeting Minutes - 9th September 2024,2024-09-09,John Fleming,apology
County_Council_20240909_%20Amended_Minutes,County Council Meeting Minutes - 9th September 2024 - Amended,2024-09-09,Fionnt,apology
County_Council_20240909_%20Amended_Minutes,County Council Meeting Minutes - 9th September 2024 - Amended,2024-09-09,"Pip Breen  
Cathaoirleach",apology
County_Council_20240909_%20Amended_Minutes,County Council Meeting Minutes - 9th September 2024 - Amended,2024-09-09,Jim Codd,apology
County_Council_20240909_%20Amended_Minutes,County Council Meeting Minutes - 9th September 2024 - Amended,2024-09-09,Carthy,apology
County_Council_20240909_%20Amended_Minutes,County Council Meeting Minutes - 9th September 2024 - Amended,2024-09-09,Ger Carthy,apology
County_Council_20240909_%20Amended_Minutes,County Council Meeting Minutes - 9th September 2024 - Amended,2024-09-09,Bridin Murphy,apology
County_Council_20240909_%20Amended_Minutes,County Council Meeting Minutes - 9th September 2024 - Amended,2024-09-09,Tom Forde,apology
County_Council_20240909_%20Amended_Minutes,County Council Meeting Minutes - 9th September 2024 - Amended,2024-09-09,Aoife Rose O’Brien,apology
County_Council_20240909_%20Amended_Minutes,County Council Meeting Minutes - 9th September 2024 - Amended,2024-09-09,John Fleming,apology
County_Council_Annual_Meeting_23_06_25_Minutes,"Annual Meeting of Wexford County Council - 23rd June, 2025",2025-01-01,Oliver Walsh,apology
County_Council_Annual_Meeting_23_06_25_Minutes,"Annual Meeting of Wexford County Council - 23rd June, 2025",2025-01-01,Sullivan,apology
County_Council_Annual_Meeting_23_06_25_Minutes,"Annual Meeting of Wexford County Council - 23rd June, 2025",2025-01-01,Sullivan’S,apology
County_Council_Annual_Meeting_23_06_25_Minutes,"Annual Meeting of Wexford County Council - 23rd June, 2025",2025-01-01,Walsh,apology
County_Council_Annual_Meeting_23_06_25_Minutes,"Annual Meeting of Wexford County Council - 23rd June, 2025",2025-01-01,Breen’S,apology
County_Council_Annual_Meeting_23_06_25_Minutes,"Annual Meeting of Wexford County Council - 23rd June, 2025",2025-01-01,"Joe Sullivan 
Cathaoirleach",apology
County_Council_Annual_Meeting_23_06_25_Minutes,"Annual Meeting of Wexford County Council - 23rd June, 2025",2025-01-01,Joe Sullivan,apology
County_Council_Annual_Meeting_23_06_25_Minutes,"Annual Meeting of Wexford County Council - 23rd June, 2025",2025-01-01,Breen,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,"Pip Breen  
Cathaoirleach",apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Aoiferose O'Brien,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Michael Whelan,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Frank Staples,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Jackser Owens,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Staples,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Raymond Shannon,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Aidan Browne,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Forde,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Joe Sullivan,apology
County_Council_Meeting_09_12_24_Minutes,County Council Meeting Minutes - 9th December 2024,2024-12-09,Tom Forde,apology
